000008	XEROX CORPORATION
080EA8	Velex s.r.l.
083AB8	Shinoda Plasma Co., Ltd.
083D88	Samsung Electronics Co.,Ltd
086698	Apple, Inc.
087618	ViE Technologies Sdn. Bhd.
088DC8	Ryowa Electronics Co.,Ltd
089758	Shenzhen Strong Rising Electronics Co.,Ltd DongGuan Subsidiary
089E08	Google, Inc.
08A5C8	Sunnovo International Limited
08AF78	Totus Solutions, Inc.
08B258	Juniper Networks
08B738	Lite-On Technogy Corp.
08CC68	Cisco Systems, Inc
08F6F8	GET Engineering
08F728	GLOBO Multimedia Sp. z o.o. Sp.k.
08FC88	Samsung Electronics Co.,Ltd
0C5CD8	DOLI Elektronik GmbH
0C8268	TP-LINK TECHNOLOGIES CO.,LTD.
0C8D98	TOP EIGHT IND CORP
0CA138	Blinq Wireless Inc.
1000E8	NATIONAL SEMICONDUCTOR
100F18	Fu Gang Electronic(KunShan)CO.,LTD
101218	Korins Inc.
101248	ITG, Inc.
103378	FLECTRON Co., LTD
1045F8	LNT-Automation GmbH
104FA8	Sony Corporation
10AF78	Shenzhen ATUE Technology Co., Ltd
10B1F8	HUAWEI TECHNOLOGIES CO.,LTD
10BD18	Cisco Systems, Inc
10BF48	ASUSTek COMPUTER INC.
10E878	Nokia
140708	Private
141F78	Samsung Electronics Co.,Ltd
144978	Digital Control Incorporated
146308	JABIL CIRCUIT (SHANGHAI) LTD.
149448	BLU CASTLE S.A.
149FE8	Lenovo Mobile Communication Technology Ltd.
14A0F8	HUAWEI TECHNOLOGIES CO.,LTD
14B1C8	InfiniWing, Inc.
14B7F8	Technicolor CH USA Inc.
14B968	HUAWEI TECHNOLOGIES CO.,LTD
14E7C8	Integrated Device Technology (Malaysia) Sdn. Bhd.
181E78	Sagemcom Broadband SAS
1848D8	Fastback Networks
185AE8	Zenotech.Co.,Ltd
18A3E8	Fiberhome Telecommunication Technologies Co.,LTD
18A958	PROVISION THAI CO., LTD.
18E288	STT Condigi
18E728	Cisco Systems, Inc
1C1448	ARRIS Group, Inc.
1C1B68	ARRIS Group, Inc.
1C40E8	SHENZHEN PROGRESS&WIN TECHNOLOGY CO.,LTD
1C4158	Gemalto M2M GmbH
1C57D8	Kraftway Corporation PLC
1C62B8	Samsung Electronics Co.,Ltd
1C6758	HUAWEI TECHNOLOGIES CO.,LTD
1C7508	COMPAL INFORMATION (KUNSHAN) CO., LTD.
1C9148	Apple, Inc.
1CBBA8	OJSC Ufimskiy Zavod Promsvyaz
1CEEE8	Ilshin Elecom
1CFA68	TP-LINK TECHNOLOGIES CO.,LTD.
2005E8	OOO InProMedia
200CC8	Netgear
2016D8	Liteon Technology Corporation
202598	Teleview
202DF8	Digital Media Cartridge Ltd.
209148	Texas Instruments
241148	Entropix, LLC
246278	sysmocom - systems for mobile communications GmbH
246968	TP-LINK TECHNOLOGIES CO.,LTD.
24B6B8	FRIEM SPA
24BCF8	HUAWEI TECHNOLOGIES CO.,LTD
24C848	mywerk system GmbH
280C28	Unigen DataStorage Corporation
280CB8	Mikrosay Yazilim ve Elektronik A.S.
281878	Microsoft Corporation
283638	IEEE Registration Authority
286AB8	Apple, Inc.
28B448	HUAWEI TECHNOLOGIES CO.,LTD
28BA18	NextNav, LLC
28BC18	SourcingOverseas Co. Ltd
28C718	Altierre
28E608	Tokheim
28ED58	JAG Jakob AG
28F358	2C - Trifonov & Co
2C1BC8	Hunan Topview Network System CO.,LTD
2C1DB8	ARRIS Group, Inc.
2C2D48	bct electronic GesmbH
2C3068	Pantech Co.,Ltd
2C36F8	Cisco Systems, Inc
2C3A28	Fagor Electrónica
2C3F38	Cisco Systems, Inc
2C4138	Hewlett Packard
2C5BB8	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
2C6798	InTalTech Ltd.
2C8158	Hon Hai Precision Ind. Co.,Ltd.
2CBE08	Apple, Inc.
2CC548	IAdea Corporation
2CCF58	HUAWEI TECHNOLOGIES CO.,LTD
2CE2A8	DeviceDesign
301518	Ubiquitous Communication Co. ltd.
3017C8	Sony Mobile Communications AB
301A28	Mako Networks Ltd
302DE8	JDA, LLC (JDA Systems)
303D08	GLINTT TES S.A.
3051F8	BYK-Gardner GmbH
305D38	Beissbarth
306118	Paradom Inc.
30CBF8	Samsung Electronics Co.,Ltd
30FC68	TP-LINK TECHNOLOGIES CO.,LTD.
341298	Apple, Inc.
3413A8	Mediplan Limited
3413E8	Intel Corporate
343D98	JinQianMao Technology Co.,Ltd.
344CC8	Echodyne Corp
346178	The Boeing Company
346288	Cisco Systems, Inc
34BDC8	Cisco Systems, Inc
34CC28	Nexpring Co. LTD.,
34F968	ATEK Products, LLC
382B78	ECO PLUGS ENTERPRISE CO., LTD
382DE8	Samsung Electronics Co.,Ltd
383BC8	2Wire Inc
384608	zte corporation
3859F8	MindMade Sp. z o.o.
385AA8	Beijing Zhongdun Security Technology Development Co.
3898D8	MERITECH CO.,LTD
38E7D8	HTC Corporation
38ED18	Cisco Systems, Inc
38F098	Vapor Stone Rail Systems
38F0C8	Livestream
38F708	National Resource Management, Inc.
3C0518	Samsung Electronics Co.,Ltd
3C0C48	Servergy, Inc.
3C3178	Qolsys Inc.
3C3888	ConnectQuest, llc
3C46D8	TP-LINK TECHNOLOGIES CO.,LTD.
3C6278	SHENZHEN JETNET TECHNOLOGY CO.,LTD.
3C81D8	Sagemcom Broadband SAS
3C86A8	Sangshin elecom .co,, LTD
3C8CF8	TRENDnet, Inc.
3CA308	Texas Instruments
3CA348	vivo Mobile Communication Co., Ltd.
3CBDD8	LG ELECTRONICS INC
3CD0F8	Apple, Inc.
3CF748	Shenzhen Linsn Technology Development Co.,Ltd
3CF808	HUAWEI TECHNOLOGIES CO.,LTD
402E28	MiXTelematics
404A18	Addrek Smart Solutions
409558	Aisino Corporation
409F38	AzureWave Technology Inc.
40A6E8	Cisco Systems, Inc
40B2C8	Nortel Networks
40B688	LEGIC Identsystems AG
40CBA8	HUAWEI TECHNOLOGIES CO.,LTD
40ECF8	Siemens AG
40ED98	IEEE Registration Authority
40F308	Murata Manufacturing Co., Ltd.
4409B8	Salcomp (Shenzhen) CO., LTD.
441CA8	Hon Hai Precision Ind. Co.,Ltd.
442938	NietZsche enterprise Co.Ltd.
4432C8	Technicolor CH USA Inc.
443708	MRV Comunications
444CA8	Arista Networks
447098	MING HONG TECHNOLOGY (SHEN ZHEN) LIMITED
449B78	The Now Factory
44AAE8	Nanotec Electronic GmbH & Co. KG
4826E8	Tek-Air Systems, Inc.
483B38	Apple, Inc.
4854E8	Winbond?
4886E8	Microsoft Corporation
489D18	Flashbay Limited
48AD08	HUAWEI TECHNOLOGIES CO.,LTD
48FCB8	Woodstream Corporation
4C2258	cozybit, Inc.
4C2578	Nokia Corporation
4C3488	Intel Corporate
4C4B68	Mobile Device, Inc.
4C55B8	Turkcell Teknoloji
4CA928	Insensi
4CB0E8	Beijing RongZhi xinghua technology co., LTD
4CB9C8	CONET CO., LTD.
4CBB58	Chicony Electronics Co., Ltd.
5004B8	HUAWEI TECHNOLOGIES CO.,LTD
503F98	Cmitech
5056A8	Jolla Ltd
5057A8	Cisco Systems, Inc
506028	Xirrus Inc.
5087B8	Nuvyyo Inc
50A4C8	Samsung Electronics Co.,Ltd
50B888	wi2be Tecnologia S/A
50CCF8	SAMSUNG ELECTRO MECHANICS CO., LTD.
50ED78	Changzhou Yongse Infotech Co.,Ltd
5419C8	vivo Mobile Communication Co., Ltd.
542018	Tely Labs
5422F8	zte corporation
542758	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
543968	Edgewater Networks Inc
544408	Nokia Corporation
547398	Toyo Electronics Corporation
547FA8	TELCO systems, s.r.o.
548998	HUAWEI TECHNOLOGIES CO.,LTD
549478	Silvershore Technology Partners
54E2C8	Dongguan Aoyuan Electronics Technology Co., Ltd
54EAA8	Apple, Inc.
54FB58	WISEWARE, Lda
580528	LABRIS NETWORKS
581F28	HUAWEI TECHNOLOGIES CO.,LTD
584498	Xiaomi Communications Co Ltd
5856E8	ARRIS Group, Inc.
587FC8	S2m
5882A8	Microsoft
58AC78	Cisco Systems, Inc
58E808	AUTONICS CORPORATION
58EF68	Belkin International Inc.
5C36B8	TCL King Electrical Appliances (Huizhou) Co., Ltd
5C4058	Jefferson Audio Video Systems, Inc.
5C5188	Motorola Mobility LLC, a Lenovo Company
5C57C8	Nokia Corporation
5C5948	Apple, Inc.
5C8778	Cybertelbridge co.,ltd
5C8A38	Hewlett Packard
5C9AD8	FUJITSU LIMITED
5CA178	TableTop Media (dba Ziosk)
5CD998	D-Link Corporation
5CEB68	Cheerstar Technology Co., Ltd
5CF938	Apple, Inc.
600308	Apple, Inc.
601888	zte corporation
605718	Intel Corporate
607688	Velodyne
60ACC8	KunTeng Inc.
60BA18	nextLAP GmbH
60C5A8	Beijing LT Honway Technology Co.,Ltd
60C658	PHYTRONIX Co.,Ltd.
60C798	Verifone
640F28	2Wire Inc
6459F8	Vodafone Omnitel B.V.
6472D8	GooWi Technology Co.,Limited
648788	Juniper Networks
649968	Elentec
64AE88	Polytec GmbH
64B9E8	Apple, Inc.
64DB18	OpenPattern
681FD8	Siemens Industry, Inc.
684898	Samsung Electronics Co.,Ltd
684B88	Galtronics Telemetry Inc.
684CA8	Shenzhen Herotel Tech. Co., Ltd.
685388	P&S Technology
686E48	Prophet Electronic Technology Corp.,Ltd
687848	Westunitis Co., Ltd.
687CC8	Measurement Systems S. de R.L.
6897E8	Society of Motion Picture &amp; Television Engineers
68A378	FREEBOX SAS
68A828	HUAWEI TECHNOLOGIES CO.,LTD
68DCE8	PacketStorm Communications
68F728	LCFC(HeFei) Electronics Technology co., ltd
6C4008	Apple, Inc.
6C4418	Zappware
6C4598	Antex Electronic Corp.
6C6F18	Stereotaxis, Inc.
6C94F8	Apple, Inc.
6CA858	Fiberhome Telecommunication Technologies Co.,LTD
6CADF8	AzureWave Technology Inc.
6CCA08	ARRIS Group, Inc.
6CF5E8	Mooredoll Inc.
6CFA58	Avaya Inc
700258	01DB-METRAVIB
703018	Avaya Inc
703AD8	Shenzhen Afoundry Electronic Co., Ltd
7062B8	D-Link International
707938	Wuxi Zhanrui Electronic Technology Co.,LTD
707BE8	HUAWEI TECHNOLOGIES CO.,LTD
707C18	ADATA Technology Co., Ltd
708B78	citygrow technology co., ltd
7093F8	Space Monkey, Inc.
70DB98	Cisco Systems, Inc
7419F8	IEEE Registration Authority
742F68	AzureWave Technology Inc.
745798	TRUMPF Laser GmbH + Co. KG
747548	Amazon Technologies Inc.
747818	Jurumani Solutions
748D08	Apple, Inc.
748E08	Bestek Corp.
748EF8	Brocade Communications Systems, Inc.
74A528	HUAWEI TECHNOLOGIES CO.,LTD
74BE08	ATEK Products, LLC
74DA38	Edimax Technology Co. Ltd.
74EAE8	ARRIS Group, Inc.
74FE48	ADVANTECH CO., LTD.
7802F8	Xiaomi Communications Co Ltd
780738	Z.U.K. Elzab S.A.
780CB8	Intel Corporate
7812B8	ORANTEK LIMITED
784B08	f.robotics acquisitions ltd
785968	Hon Hai Precision Ind. Co.,Ltd.
787D48	ITEL MOBILE LIMITED
78AF58	GIMASI SA
78CB68	DAEHAP HYPER-TECH
78DD08	Hon Hai Precision Ind. Co.,Ltd.
7C03D8	Sagemcom Broadband SAS
7C2048	Koamtac
7C3548	Transcend Information
7C4AA8	MindTree Wireless PVT Ltd
7C4B78	Red Sun Synthesis Pte Ltd
7C4C58	Scale Computing, Inc.
7C5CF8	Intel Corporate
7C6DF8	Apple, Inc.
7C6FF8	ShenZhen ACTO Digital Video Technology Co.,Ltd.
7C79E8	PayRange Inc.
7CBF88	Mobilicom LTD
7CCCB8	Intel Corporate
7CEF18	Creative Product Design Pty. Ltd.
7CF098	Bee Beans Technologies, Inc.
7CFE28	Salutron Inc.
8014A8	Guangzhou V-SOLUTION Electronic Technology Co., Ltd.
802AA8	Ubiquiti Networks Inc.
804F58	ThinkEco, Inc.
8058F8	Motorola Mobility LLC, a Lenovo Company
808698	Netronics Technologies Inc.
80FFA8	Unidis
841888	Juniper Networks
841B38	Shenzhen Excelsecu Data Technology Co.,Ltd
843838	SAMSUNG ELECTRO-MECHANICS(THAILAND)
847778	Cochlear Limited
847A88	HTC Corporation
8496D8	ARRIS Group, Inc.
8497B8	Memjet Inc.
84A6C8	Intel Corporate
84A788	Perples
84AD58	HUAWEI TECHNOLOGIES CO.,LTD
84C3E8	Vaillant GmbH
84D4C8	Widex A/S
84D9C8	Unipattern Co.,
84E058	ARRIS Group, Inc.
84EB18	Texas Instruments
84EF18	Intel Corporate
887398	K2E Tekpoint
88B168	Delta Control GmbH
88CF98	HUAWEI TECHNOLOGIES CO.,LTD
88E628	Shenzhen Kezhonglong Optoelectronic Technology Co.,Ltd
88E8F8	YONG TAI ELECTRONIC (DONGGUAN) LTD.
88F488	cellon communications technology(shenzhen)Co.,Ltd.
8C6878	Nortek-AS
8C71F8	Samsung Electronics Co.,Ltd
8C82A8	Insigma Technology Co.,Ltd
8CA048	Beijing NeTopChip Technology Co.,LTD
8CCDE8	Nintendo Co., Ltd.
8CD628	Ikor Metering
8CE748	Private
8CF228	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
900628	Samsung Electronics Co.,Ltd
906DC8	DLG Automação Industrial Ltda
906F18	Private
907A28	Beijing Morncloud Information And Technology Co. Ltd.
908D78	D-Link International
90C7D8	zte corporation
90EF68	ZyXEL Communications Corporation
90F278	Radius Gateway
94AAB8	Joview(Beijing) Technology Co. Ltd.
94C038	Tallac Networks
94DF58	IJ Electron CO.,Ltd.
94E848	FYLDE MICRO LTD
94F278	Elma Electronic
94FAE8	Shenzhen Eycom Technology Co., Ltd
9802D8	IEEE Registration Authority
9803D8	Apple, Inc.
9810E8	Apple, Inc.
9835B8	Assembled Products Corporation
986DC8	TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION
9870E8	INNATECH SDN BHD
98E848	Axiim
98F058	Lynxspring, Incl.
98F428	zte corporation
9C0298	Samsung Electronics Co.,Ltd
9C1D58	Texas Instruments
9C3178	Foshan Huadian Intelligent Communications Teachnologies Co.,Ltd
9C52F8	HUAWEI TECHNOLOGIES CO.,LTD
9C8888	Simac Techniek NV
9C95F8	SmartDoor Systems, LLC
9CB008	Ubiquitous Computing Technology Corporation
9CBB98	Shen Zhen RND Electronic Co.,LTD
9CEBE8	BizLink (Kunshan) Co.,Ltd
9CF938	AREVA NP GmbH
A00798	Samsung Electronics Co.,Ltd
A01828	Apple, Inc.
A01D48	Hewlett Packard
A02BB8	Hewlett Packard
A06518	VNPT TECHNOLOGY
A08CF8	HUAWEI TECHNOLOGIES CO.,LTD
A08E78	Sagemcom Broadband SAS
A091C8	zte corporation
A0B8F8	Amgen U.S.A. Inc.
A0BAB8	Pixon Imaging
A0CEC8	CE LINK LIMITED
A0E6F8	Texas Instruments
A41588	ARRIS Group, Inc.
A42C08	Masterwork Automodules
A43D78	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
A49A58	Samsung Electronics Co.,Ltd
A4ADB8	Vitec Group, Camera Dynamics Ltd
A4B818	PENTA Gesellschaft für elektronische Industriedatenverarbeitung mbH
A4C138	Telink Semiconductor (Taipei) Co. Ltd.
A4D578	Texas Instruments
A4E4B8	BlackBerry RTS
A4F1E8	Apple, Inc.
A81758	Elektronik System i Umeå AB
A81B18	XTS CORP
A85B78	Apple, Inc.
A88038	ShenZhen MovingComm Technology Co., Limited
A88808	Apple, Inc.
A89008	Beijing Yuecheng Technology Co. Ltd.
A8A198	TCT mobile ltd
A8A648	Qingdao Hisense Communications Co.,Ltd.
A8A668	zte corporation
A8D3C8	Wachendorff Elektronik  GmbH & Co. KG
A8D828	Ascensia Diabetes Care
A8E018	Nokia Corporation
A8F038	SHEN ZHEN SHI JIN HUA TAI ELECTRONICS CO.,LTD
A8FAD8	Apple, Inc.
AC2FA8	Humannix Co.,Ltd.
AC4BC8	Juniper Networks
ACC698	Kohzu Precision Co., Ltd.
ACD1B8	Hon Hai Precision Ind. Co.,Ltd.
ACDE48	Private
ACE348	MadgeTech, Inc
B01408	LIGHTSPEED INTERNATIONAL CO.
B02628	Broadcom Limited
B07908	Cummings Engineering
B081D8	I-sys Corp
B09928	FUJITSU LIMITED
B0B448	Texas Instruments
B0C128	Adler ELREHA GmbH
B0CE18	Zhejiang shenghui lighting co.,Ltd
B40418	Smartchip Integrated Inc.
B431B8	Aviwest
B43A28	Samsung Electronics Co.,Ltd
B46238	Exablox
B46698	Zealabs srl
B4A828	Shenzhen Concox Information Technology Co., Ltd
B4C6F8	Axilspot Communication
B4F2E8	ARRIS Group, Inc.
B80018	Htel
B830A8	Road-Track Telematics Development
B836D8	Videoswitch
B83A08	Tenda Technology Co.,Ltd.Dongguan branch
B857D8	Samsung Electronics Co.,Ltd
B86CE8	Samsung Electronics Co.,Ltd
B88198	Intel Corporate
B887A8	Step Ahead Innovations Inc.
B8BA68	Xi'an Jizhong Digital Communication Co.,Ltd
B8F828	Changshu Gaoshida Optoelectronic Technology Co. Ltd.
BC2D98	ThinGlobal LLC
BC6778	Apple, Inc.
BC8AE8	QING DAO HAIER TELECOM CO.,LTD.
BCAD28	Hangzhou Hikvision Digital Technology Co.,Ltd.
BCB308	HONGKONG RAGENTEK COMMUNICATION TECHNOLOGY CO.,LIMITED
BCC168	DinBox Sverige AB
C06118	TP-LINK TECHNOLOGIES CO.,LTD.
C08488	Finis Inc
C0AA68	OSASI Technos Inc.
C0CB38	Hon Hai Precision Ind. Co.,Ltd.
C0CCF8	Apple, Inc.
C40528	HUAWEI TECHNOLOGIES CO.,LTD
C40938	FUJIAN STAR-NET COMMUNICATION CO.,LTD
C421C8	KYOCERA Corporation
C42628	Airo Wireless
C43018	MCS Logic Inc.
C44838	Satcom Direct, Inc.
C45DD8	HDMI Forum
C48508	Intel Corporate
C80258	ITW GSE ApS
C80718	Tdsi
C80CC8	HUAWEI TECHNOLOGIES CO.,LTD
C82158	Intel Corporate
C83168	eZEX corporation
C835B8	Ericsson, EAB/RWI/K
C87248	Aplicom Oy
C8BCC8	Apple, Inc.
C8CBB8	Hewlett Packard
C8E7D8	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
C8EE08	TANGTOP TECHNOLOGY CO.,LTD
C8F9C8	NewSharp Technology(SuZhou)Co,Ltd
C8FF28	Liteon Technology Corporation
CC09C8	IMAQLIQ LTD
CC19A8	PT Inovação e Sistemas SA
CC20E8	Apple, Inc.
CC2218	InnoDigital Co., Ltd.
CC6B98	Minetec Wireless Technologies
CC7498	Filmetrics Inc.
CC90E8	Shenzhen YOUHUA Technology Co., Ltd
CCAF78	Hon Hai Precision Ind. Co.,Ltd.
CCB3F8	FUJITSU ISOTEC LIMITED
CCB888	AnB Securite s.a.
CCB8A8	AMPAK Technology, Inc.
CCE798	My Social Stuff
CCEF48	Cisco Systems, Inc
CCF538	3isysnetworks
CCF9E8	Samsung Electronics Co.,Ltd
D02598	Apple, Inc.
D02788	Hon Hai Precision Ind. Co.,Ltd.
D052A8	Physical Graph Corporation
D058A8	zte corporation
D05BA8	zte corporation
D05FB8	Texas Instruments
D07E28	Hewlett Packard
D093F8	Stonestreet One LLC
D0B498	Robert Bosch LLC Automotive Electronics
D0FF98	HUAWEI TECHNOLOGIES CO.,LTD
D40598	ARRIS Group, Inc.
D443A8	Changzhou Haojie Electric Co., Ltd.
D445E8	Jiangxi Hongpai Technology Co., Ltd.
D466A8	Riedo Networks GmbH
D46AA8	HUAWEI TECHNOLOGIES CO.,LTD
D47208	Bragi GmbH
D487D8	Samsung Electronics Co.,Ltd
D49398	Nokia Corporation
D494E8	HUAWEI TECHNOLOGIES CO.,LTD
D49C28	JayBird LLC
D4A148	HUAWEI TECHNOLOGIES CO.,LTD
D4A928	GreenWave Reality Inc
D4C1C8	zte corporation
D4CEB8	Enatel LTD
D4D748	Cisco Systems, Inc
D4D898	Korea CNO Tech Co., Ltd
D84FB8	LG ELECTRONICS
D87988	Hon Hai Precision Ind. Co.,Ltd.
D890E8	Samsung Electronics Co.,Ltd
D8C068	Netgenetech.co.,ltd.
D8C7C8	Aruba Networks
D8E0B8	BULAT LLC
D8EE78	Moog Protokraft
D8FB68	Cloud Corner Ltd.
D8FC38	Giantec Semiconductor Inc
DC2008	ASD Electronics Ltd
DC3EF8	Nokia Corporation
DC64B8	Shenzhen JingHanDa Electronics Co.Ltd
DC6F08	Bay Storage Technology
DC86D8	Apple, Inc.
DCB058	Bürkert Werke GmbH
DCCBA8	Explora Technologies Inc
DCE578	Experimental Factory of Scientific Engineering and Special Design Department
DCE838	CK Telecom (Shenzhen) Limited
DCF858	Lorent Networks, Inc.
DCFE18	TP-LINK TECHNOLOGIES CO.,LTD.
E00B28	Inovonics
E01D38	Beijing HuaqinWorld Technology Co.,Ltd
E02538	Titan Pet Products
E06678	Apple, Inc.
E07F88	EVIDENCE Network SIA
E09DB8	PLANEX COMMUNICATIONS INC.
E0A198	NOJA Power Switchgear Pty Ltd
E0A8B8	Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
E0DB88	Open Standard Digital-IF Interface for SATCOM Systems
E0E8E8	Olive Telecommunication Pvt. Ltd
E41218	ShenZhen Rapoo Technology Co., Ltd.
E417D8	8BITDO TECHNOLOGY HK LIMITED
E435C8	HUAWEI TECHNOLOGIES CO.,LTD
E44E18	Gardasoft VisionLimited
E457A8	Stuart Manufacturing, Inc.
E458B8	Samsung Electronics Co.,Ltd
E4B318	Intel Corporate
E80688	Apple, Inc.
E80C38	DAEYOUNG INFORMATION SYSTEM CO., LTD
E880D8	GNTEK Electronics Co.,Ltd.
E88D28	Apple, Inc.
E89218	Arcontia International AB
E8B4C8	Samsung Electronics Co.,Ltd
E8B748	Cisco Systems, Inc
E8BBA8	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
E8CC18	D-Link International
E8F928	RFTECH SRL
E8FDE8	CeLa Link Corporation
EC2368	IntelliVoice Co.,Ltd.
EC24B8	Texas Instruments
EC3C88	MCNEX Co.,Ltd.
ECADB8	Apple, Inc.
ECE9F8	Guang Zhou TRI-SUN Electronics Technology  Co., Ltd
ECEED8	ZTLX Network Technology Co.,Ltd
F00248	SmarteBuilding
F02408	Talaris (Sweden) AB
F02FD8	Bi2-Vision
F03FF8	R L Drake
F05DC8	Duracell Powermat
F07D68	D-Link Corporation
F08A28	JIANGSU HENGSION ELECTRONIC S and T CO.,LTD
F09838	HUAWEI TECHNOLOGIES CO.,LTD
F0BCC8	MaxID (Pty) Ltd
F0D1B8	Ledvance
F0DBF8	Apple, Inc.
F0EE58	PACE Telematics GmbH
F409D8	SAMSUNG ELECTRO-MECHANICS(THAILAND)
F41F88	zte corporation
F42B48	Ubiqam
F44848	Amscreen Group Ltd
F48E38	Dell Inc.
F4EB38	Sagemcom Broadband SAS
F4EC38	TP-LINK TECHNOLOGIES CO.,LTD.
F4F5D8	Google, Inc.
F4F5E8	Google, Inc.
F80278	IEEE Registration Authority
F81D78	IEEE Registration Authority
F82BC8	Jiangsu Switter Co., Ltd
F82C18	2Wire Inc
F82F08	Molex
F82FA8	Hon Hai Precision Ind. Co.,Ltd.
F87588	HUAWEI TECHNOLOGIES CO.,LTD
F877B8	Samsung Electronics Co.,Ltd
F89FB8	YAZAKI Energy System Corporation
F8A188	LED Roadway Lighting
F8C288	Cisco Systems, Inc
F8C678	Carefusion
F8CAB8	Dell Inc.
F8DB88	Dell Inc.
F8DFA8	zte corporation
F8E968	Egker Kft.
F8FEA8	Technico Japan Corporation
FC09D8	ACTEON Group
FC3288	CELOT Wireless Co., Ltd
FC3598	Favite Inc.
FC6018	Zhejiang Kangtai Electric Co., Ltd.
FC6198	NEC Personal Products, Ltd
FCB698	Cambridge Industries(Group) Co.,Ltd.
FCD848	Apple, Inc.
FCE998	Apple, Inc.
FCF528	ZyXEL Communications Corporation
FCFC48	Apple, Inc.
