000006	XEROX CORPORATION
04B466	BSP Co., Ltd.
04BA36	Li Seng Technology Ltd
04DB56	Apple, Inc.
04E536	Apple, Inc.
04E676	AMPAK Technology, Inc.
080006	Siemens Nixdorf			PC clone
080016	BARRISTER INFO SYS CORP
080026	Norsk Data (Nord)
080036	Intergraph			CAE stations
080046	Sony
080056	Stanford University
080066	AGFA				printers, phototypesetters etc.
080076	PC LAN TECHNOLOGIES
080086	Imagen/QMS
0809B6	Masimo Corp
081196	Intel Corporate
0819A6	HUAWEI TECHNOLOGIES CO.,LTD
083F76	Intellian Technologies, Inc.
084656	Veo-Labs
086266	ASUSTek COMPUTER INC.
0874F6	Winterhalter Gastronom GmbH
0C2026	noax Technologies AG
0C2576	LONGCHEER TELECOMMUNICATION LIMITED
0C3956	Observator instruments
0C6076	Hon Hai Precision Ind. Co.,Ltd.
0C6AE6	Stanley Security Solutions
0C9D56	Consort Controls Ltd
0CC9C6	Samwin Hong Kong Limited
0CCC26	Airenetworks
0CD696	Amimon Ltd
0CD746	Apple, Inc.
0CD996	Cisco Systems, Inc
0CE936	ELIMOS srl
0CEEE6	Hon Hai Precision Ind. Co.,Ltd.
1010B6	McCain Inc
102D96	Looxcie Inc.
104B46	Mitsubishi Electric Corporation
105F06	Actiontec Electronics, Inc
107A86	U&U ENGINEERING INC.
109266	Samsung Electronics Co.,Ltd
109836	Dell Inc.
10B7F6	Plastoform Industries Ltd.
10C586	BIO SOUND LAB CO., LTD.
140C76	FREEBOX SAS
1414E6	Ningbo Sanhe Digital Co.,Ltd
142BD6	Guangdong Appscomm Co.,Ltd
1430C6	Motorola Mobility LLC, a Lenovo Company
1436C6	Lenovo Mobile Communication Technology Ltd.
144146	Honeywell (China) Co., LTD
148FC6	Apple, Inc.
14B126	Industrial Software Co
14C126	Nokia Corporation
181456	Nokia Corporation
1820A6	Sage Co., Ltd.
182666	Samsung Electronics Co.,Ltd
1844E6	zte corporation
185936	Xiaomi Communications Co Ltd
188796	HTC Corporation
18C086	Broadcom
18D276	HUAWEI TECHNOLOGIES CO.,LTD
18D5B6	SMG Holdings LLC
18DC56	Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd
1C0656	IDY Corporation
1C1D86	Cisco Systems, Inc
1C4BD6	AzureWave Technology Inc.
1C5216	DONGGUAN HELE ELECTRONICS CO., LTD
1C52D6	FLAT DISPLAY TECHNOLOGY CORPORATION
1C6E76	Quarion Technology Inc
1C77F6	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
1C9C26	Zoovel Technologies
1C9E46	Apple, Inc.
1CC316	MileSight Technology Co., Ltd.
1CC586	Absolute Acoustics
201A06	COMPAL INFORMATION (KUNSHAN) CO., LTD.
203706	Cisco Systems, Inc
203D66	ARRIS Group, Inc.
205476	Sony Mobile Communications AB
208756	SIEMENS AG
208986	zte corporation
20B5C6	Mimosa Networks
20BB76	COL GIOVANNI PAOLO SpA
20BBC6	Jabil Circuit Hungary Ltd.
20D906	Iota, Inc.
20DCE6	TP-LINK TECHNOLOGIES CO.,LTD.
20EEC6	Elefirst Science & Tech Co ., ltd
246E96	Dell Inc.
247656	Shanghai Net Miles Fiber Optics Technology Co., LTD.
24C696	Samsung Electronics Co.,Ltd
24DAB6	Sistemas de Gestión Energética S.A. de C.V
24DEC6	Aruba Networks
24ECD6	CSG Science & Technology Co.,Ltd.Hefei
282246	Beijing Sinoix Communication Co., LTD
282536	SHENZHEN HOLATEK CO.,LTD
2826A6	PBR electronics GmbH
283B96	Cool Control LTD
284846	GridCentric Inc.
286046	Lantech Communications Global, Inc.
286336	Siemens-               # Siemens AG - Industrial Automation - EWA
28A186	Enblink
28BC56	EMAC, Inc.
28D576	Premier Wireless, Inc.
28DEF6	bioMerieux Inc.
28E476	Pi-Coral
28F076	Apple, Inc.
28F366	Shenzhen Bilian electronic CO.,LTD
28F606	Syes srl
28FCF6	Shenzhen Xin KingBrand enterprises Co.,Ltd
2C3796	CYBO CO.,LTD.
2C3996	Sagemcom Broadband SAS
2CEE26	Petroleum Geo-Services
301966	Samsung Electronics Co.,Ltd
3037A6	Cisco Systems, Inc
303926	Sony Mobile Communications AB
307496	HUAWEI TECHNOLOGIES CO.,LTD
3092F6	SHANGHAI SUNMON COMMUNICATION TECHNOGY CO.,LTD
30AEF6	Radio Mobile Access
30B216	Hytec Geraetebau GmbH
30D386	zte corporation
30DE86	Cedac Software S.r.l.
30FFF6	HangZhou KuoHeng Technology Co.,ltd
340286	Intel Corporate
342606	CarePredict, Inc.
348446	Ericsson AB
3497F6	ASUSTek COMPUTER INC.
34BB26	Motorola Mobility LLC, a Lenovo Company
34BCA6	Beijing Ding Qing Technology, Ltd.
380546	Foctek Photonics, Inc.
381766	PROMZAKAZ LTD.
382056	Cisco Systems, Inc
3822D6	Hangzhou H3C Technologies Co., Limited
3842A6	Ingenieurbuero Stahlkopf
384B76	AIRTAME ApS
385F66	Cisco SPVTG
3863F6	3NOD MULTIMEDIA(SHENZHEN)CO.,LTD
389496	Samsung Electronics Co.,Ltd
3897D6	Hangzhou H3C Technologies Co., Limited
38A5B6	SHENZHEN MEGMEET ELECTRICAL CO.,LTD
38C096	ALPS ELECTRIC CO.,LTD.
38C986	Apple, Inc.
38FF36	Ruckus Wireless
3C08F6	Cisco Systems, Inc
3C3556	Cognitec Systems GmbH
3C6716	Lily Robotics
3C6816	VXi Corporation
3C77E6	Hon Hai Precision Ind. Co.,Ltd.
3C89A6	Kapelse
3C9066	SmartRG, Inc.
3CB9A6	Belden Deutschland GmbH
3CC0C6	d&b audiotechnik GmbH
3CC1F6	Melange Systems Pvt. Ltd.
3CD4D6	WirelessWERX, Inc
3CE5A6	Hangzhou H3C Technologies Co., Limited
3CFB96	Emcraft Systems LLC
4001C6	3COM EUROPE LTD
404E36	HTC Corporation
406186	MICRO-STAR INT'L CO.,LTD
4062B6	Tele system communication
406826	Thales UK Limited
407496	aFUN TECHNOLOGY INC.
408256	Continental Automotive GmbH
408BF6	Shenzhen TCL New Technology Co; Ltd.
40C4D6	ChongQing Camyu Technology Development Co.,Ltd.
40E3D6	Aruba Networks
4419B6	Hangzhou Hikvision Digital Technology Co.,Ltd.
4437E6	Hon Hai Precision Ind. Co.,Ltd.
446246	Comat AG
4473D6	Logitech
447E76	Trek Technology (S) Pte Ltd
44BA46	SICHUAN TIANYI COMHEART TELECOMCO.,LTD
44C306	SIFROM Inc.
44C346	HUAWEI TECHNOLOGIES CO.,LTD
44F436	zte corporation
485AB6	Hon Hai Precision Ind. Co.,Ltd.
485D36	Verizon
486276	HUAWEI TECHNOLOGIES CO.,LTD
4891F6	Shenzhen Reach software technology CO.,LTD
48C8B6	SysTec GmbH
48DA96	Eddy Smart Home Solutions Inc.
48EE86	UTStarcom (China) Co.,Ltd
48FCB6	LAVA INTERNATIONAL(H.K) LIMITED
4C3C16	Samsung Electronics Co.,Ltd
4CAA16	AzureWave Technologies (Shanghai) Inc.
4CD7B6	Helmer Scientific
4CE676	BUFFALO.INC
503F56	Syncmold Enterprise Corp
505AC6	GUANGDONG SUPER TELECOM CO.,LTD.
5061D6	Indu-Sol GmbH
5076A6	Ecil Informatica Ind. Com. Ltda
50C006	Carmanah Signs
50E666	Shenzhen Techtion Electronics Co., Ltd.
50EAD6	Apple, Inc.
540496	Gigawave LTD
5404A6	ASUSTek COMPUTER INC.
540536	Vivago Oy
541E56	Juniper Networks
542696	Apple, Inc.
544A16	Texas Instruments
545146	AMG Systems Ltd.
545AA6	Espressif Inc.
5474E6	Webtech Wireless
549A16	Uzushio Electric Co.,Ltd.
54E3F6	Alcatel-               # Alcatel-Lucent
54F5B6	ORIENTAL PACIFIC INTERNATIONAL LIMITED
54F666	Berthold Technologies GmbH and Co.KG
54F876	ABB AG
54FA96	Nokia
580556	Elettronica GF S.r.L.
581626	Avaya Inc
582136	KMB systems, s.r.o.
583CC6	Omneality Ltd.
585076	Linear Equipamentos Eletronicos SA
5850E6	Best Buy Corporation
586356	FN-LINK TECHNOLOGY LIMITED
5865E6	INFOMARK CO., LTD.
586ED6	Private
5870C6	Shanghai Xiaoyi Technology Co., Ltd.
587F66	HUAWEI TECHNOLOGIES CO.,LTD
589396	Ruckus Wireless
58E326	Compass Technologies Inc.
58E476	CENTRON COMMUNICATIONS TECHNOLOGIES FUJIAN CO.,LTD
58E636	EVRsafe Technologies
58E876	IEEE Registration Authority
58F496	Source Chain
5C4A26	Enguity Technology Corp
5C8486	Brightsource Industries Israel LTD
5C9656	AzureWave Technology Inc.
5CAF06	LG Electronics (Mobile Communications)
5CB066	ARRIS Group, Inc.
5CDC96	Arcadyan Technology Corporation
5CE0F6	NIC.br- Nucleo de Informacao e Coordenacao do Ponto BR
5CE286	Nortel Networks
5CE3B6	Fiberhome Telecommunication Technologies Co.,LTD
5CF286	IEEE Registration Authority
5CF7E6	Apple, Inc.
5CFC66	Cisco Systems, Inc
601466	zte corporation
603696	The Sapling Company
604616	XIAMEN VANN INTELLIGENT CO., LTD
604826	Newbridge Technologies Int. Ltd.
606C66	Intel Corporate
60B606	Phorus
60E956	Ayla Networks, Inc
60EFC6	Shenzhen Chima Technologies Co Limited
60FD56	WOORISYSTEMS CO., Ltd
640DE6	Petra Systems
640E36	Taztag
642216	Shandong Taixin Electronic co.,Ltd
644346	GuangDong Quick Network Computer CO.,LTD
645106	Hewlett Packard
6474F6	Shooter Detection Systems
64B0A6	Apple, Inc.
64E8E6	global moisture management system
6828F6	Vubiq Networks, Inc.
685B36	POWERTECH INDUSTRIAL CO., LTD.
688DB6	AETEK INC.
68A0F6	HUAWEI TECHNOLOGIES CO.,LTD
68DB96	OPWILL Technologies CO .,LTD
68E166	Private
68EE96	Cisco SPVTG
68F956	Objetivos y Servicio de Valor Añadido
6C09D6	Digiquest Electronics LTD
6C0EE6	Chengdu Xiyida Electronic Technology Co,.Ltd
6C2056	Cisco Systems, Inc
6C2C06	OOO NPP Systemotechnika-NN
6C40C6	Nimbus Data Systems, Inc.
6C5976	Shanghai Tricheer Technology Co.,Ltd.
6C6126	Rinicom Holdings
6C8336	Samsung Electronics Co.,Ltd
6C8366	Nanjing SAC Power Grid Automation Co., Ltd.
6C8686	Technonia
6CA906	Telefield Ltd
6CD146	Smartek d.o.o.
6CE3B6	Nera Telecommunications Ltd.
6CEFC6	SHENZHEN TWOWING TECHNOLOGIES CO.,LTD.
700136	FATEK Automation Corporation
7014A6	Apple, Inc.
702526	Nokia
704E66	SHENZHEN FAST TECHNOLOGIES CO.,LTD
705986	OOO TTV
705AB6	COMPAL INFORMATION (KUNSHAN) CO., LTD.
7085C6	ARRIS Group, Inc.
709756	Happyelectronics Co.,Ltd
709E86	X6D Limited
70D6B6	Metrum Technologies
70F176	Data Modul AG
70F196	Actiontec Electronics, Inc
70FF76	Texas Instruments
743256	NT-ware Systemprg GmbH
747336	MICRODIGTAL Inc
747DB6	Aliwei Communications, Inc
74A2E6	Cisco Systems, Inc
74AE76	iNovo Broadband, Inc.
74C246	Amazon Technologies Inc.
74CE56	Packet Force Technology Limited Company
74E1B6	Apple, Inc.
74E7C6	ARRIS Group, Inc.
74F726	Neuron Robotics
784476	Zioncom Electronics (Shenzhen) Ltd.
7864E6	Green Motive Technology Limited
789966	Musilab Electronics (DongGuan)Co.,Ltd.
78A106	TP-LINK TECHNOLOGIES CO.,LTD.
78BEB6	Enhanced Vision
78DDD6	C-Scape
78E8B6	zte corporation
7C0BC6	Samsung Electronics Co.,Ltd
7C1476	Damall Technologies SAS
7C3866	Texas Instruments
7C3CB6	Shenzhen Homecare Technology Co.,Ltd.
7C69F6	Cisco Systems, Inc
7C6F06	Caterpillar Trimble Control Technologies
7C7176	Wuxi iData Technology Company Ltd.
7C8306	Glen Dimplex Nordic as
7CBD06	AE REFUsol
800A06	COMTEC co.,ltd
803896	SHARP Corporation
803FD6	bytes at work AG
80B686	HUAWEI TECHNOLOGIES CO.,LTD
80BAE6	Neets
80C5E6	Microsoft Corporation
80EA96	Apple, Inc.
80FB06	HUAWEI TECHNOLOGIES CO.,LTD
841766	Weifang GoerTek Electronics Co., Ltd
841826	Osram GmbH
841E26	KERNEL-I Co.,LTD
843DC6	Cisco Systems, Inc
844076	Drivenets
8462A6	EuroCB (Phils), Inc.
8463D6	Microsoft Corporation
847616	Addat s.r.o.
848336	Newrun
848506	Apple, Inc.
848E96	Embertec Pty Ltd
849866	Samsung Electronics Co.,Ltd
849CA6	Arcadyan Technology Corporation
84A466	Samsung Electronics Co.,Ltd
880FB6	Jabil Circuits India Pvt Ltd,-EHTP unit
881036	Panodic(ShenZhen) Electronics Limted
8844F6	Nokia Corporation
886B76	CHINA HOPEFUL GROUP HOPEFUL ELECTRIC CO.,LTD
887556	Cisco Systems, Inc
889166	Viewcooper Corp.
889676	TTC MARCONI s.r.o.
8896B6	Global Fire Equipment S.A.
889CA6	BTB Korea INC
88A6C6	Sagemcom Broadband SAS
88C626	Logitech, Inc
88DC96	SENAO Networks, Inc.
88E7A6	iKnowledge Integration Corp.
88FED6	ShangHai WangYong Software Co., Ltd.
8C0D76	HUAWEI TECHNOLOGIES CO.,LTD
8C2FA6	Solid Optics B.V.
8C7716	LONGCHEER TELECOMMUNICATION LIMITED
8C8E76	taskit GmbH
8C9236	Aus.Linx Technology Co., Ltd.
8C99E6	TCT mobile ltd
8CBFA6	Samsung Electronics Co.,Ltd
8CEBC6	HUAWEI TECHNOLOGIES CO.,LTD
8CEEC6	Precepscion Pty. Ltd.
900D66	Digimore Electronics Co., Ltd
902106	BSkyB Ltd
903AE6	PARROT SA
904506	Tokyo Boeki Medisys Inc.
904716	RORZE CORPORATION
905446	TES ELECTRONIC SOLUTIONS
909916	ELVEES NeoTek OJSC
90B686	Murata Manufacturing Co., Ltd.
90C1C6	Apple, Inc.
90CDB6	Hon Hai Precision Ind. Co.,Ltd.
90DB46	E-LEAD ELECTRONIC CO., LTD
90FBA6	Hon Hai Precision Ind. Co.,Ltd.
9405B6	Liling FullRiver Electronics & Technology Ltd
944696	BaudTec Corporation
949426	Apple, Inc.
94BA56	Shenzhen Coship Electronics Co., Ltd.
94E226	D. ORtiz Consulting, LLC
982D56	Resolution Audio
983B16	AMPAK Technology, Inc.
984246	SOL INDUSTRY PTE., LTD
985D46	PeopleNet Communication
9876B6	Adafruit
987E46	Emizon Networks Limited
989096	Dell Inc.
98D686	Chyi Lee industry Co., ltd.
98E476	Zentan
9C3066	RWE Effizienz GmbH
9C31B6	Kulite Semiconductor Products Inc
9C3426	ARRIS Group, Inc.
9C44A6	SwiftTest, Inc.
9C4E36	Intel Corporate
9C5B96	NMR Corporation
9C9726	Technicolor
9CB206	PROCENTEC
9CC7A6	AVM GmbH
9CE1D6	Junger Audio-Studiotechnik GmbH
A007B6	Advanced Technical Support, Inc.
A020A6	Espressif Inc.
A02C36	FN-LINK TECHNOLOGY LIMITED
A051C6	Avaya Inc
A06986	Wellav Technologies Ltd
A086C6	Xiaomi Communications Co Ltd
A08D16	HUAWEI TECHNOLOGIES CO.,LTD
A0EB76	AirCUVE Inc.
A41566	Wei Fang Goertek Electronics Co.,Ltd
A45D36	Hewlett Packard
A46706	Apple, Inc.
A470D6	Motorola Mobility LLC, a Lenovo Company
A4BA76	HUAWEI TECHNOLOGIES CO.,LTD
A4D856	Gimbal, Inc
A4E0E6	FILIZOLA S.A. PESAGEM E AUTOMACAO
A815D6	Shenzhen Meione Technology CO., LTD
A81D16	AzureWave Technology Inc.
A82066	Apple, Inc.
A82BD6	Shina System Co., Ltd
A860B6	Apple, Inc.
A875D6	FreeTek International Co., Ltd.
A893E6	JIANGXI JINGGANGSHAN CKING COMMUNICATION TECHNOLOGY CO.,LTD
A898C6	Shinbo Co., Ltd.
A8D236	Lightware Visual Engineering
A8EF26	Tritonwave
AC1826	Seiko Epson Corporation
AC5036	Pi-Coral Inc
AC60B6	Ericsson AB
AC6706	Ruckus Wireless
AC7236	Lexking Technology Co., Ltd.
AC80D6	Hexatronic AB
AC9A96	Lantiq Deutschland GmbH
ACA016	Cisco Systems, Inc
ACBEB6	Visualedge Technology Co., Ltd.
ACD9D6	tci GmbH
B01266	Futaba-Kikaku
B03D96	Vision Valley FZ LLC
B05216	Hon Hai Precision Ind. Co.,Ltd.
B05706	Vallox Oy
B068B6	Hangzhou OYE Technology Co. Ltd
B0AA36	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
B40566	SP Best Corporation Co., LTD.
B40AC6	DEXON Systems Ltd.
B40E96	Heran
B439D6	ProCurve Networking by HP
B47356	Hangzhou Treebear Networking Co., Ltd.
B49EE6	SHENZHEN TECHNOLOGY CO LTD
B4B676	Intel Corporate
B4CEF6	HTC Corporation
B847C6	SanJet Technology Corp.
B88EC6	Stateless Networks
B8A386	D-Link International
B8C716	Fiberhome Telecommunication Technologies Co.,LTD
B8E856	Apple, Inc.
BC15A6	Taiwan Jantek Electronics,Ltd.
BC2846	NextBIT Computing Pvt. Ltd.
BC28D6	Rowley Associates Limited
BC39A6	CSUN System Technology Co.,LTD
BC4486	Samsung Electronics Co.,Ltd
BC5436	Apple, Inc.
BC5FF6	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
BC6A16	Tdvine
BC6E76	Green Energy Options Ltd
BC8556	Hon Hai Precision Ind. Co.,Ltd.
BCA8A6	Intel Corporate
BCA9D6	Cyber-Rain, Inc.
BCBC46	SKS Welding Systems GmbH
BCD5B6	d2d technologies
C011A6	Fort-Telecom ltd.
C02506	AVM GmbH
C03896	Hon Hai Precision Ind. Co.,Ltd.
C03D46	Shanghai Sango Network Technology Co.,Ltd
C041F6	LG ELECTRONICS INC
C064C6	Nokia Corporation
C09D26	Topicon HK Lmd.
C0BAE6	Application Solutions (Electronics and Vision) Ltd
C0C3B6	Automatic Systems
C0C946	MITSUYA LABORATORIES INC.
C0C976	Shenzhen TINNO Mobile Technology Corp.
C0F636	Hangzhou Kuaiyue Technologies, Ltd.
C40006	Lipi Data Systems Ltd.
C45006	Samsung Electronics Co.,Ltd
C455A6	Cadac Holdings Ltd
C45976	Fugoo Coorporation
C47D46	FUJITSU LIMITED
C4A366	zte corporation
C4DA26	NOBLEX SA
C802A6	Beijing Newmine Technology
C81F66	Dell Inc.
C83F26	Microsoft Corporation
C85B76	LCFC(HeFei) Electronics Technology co., ltd
C86CB6	Optcom Co., Ltd.
C89346	MXCHIP Company Limited
C8A1B6	Shenzhen Longway Technologies Co., Ltd
C8C126	ZPM Industria e Comercio Ltda
C8C2C6	Shanghai Airm2m Communication Technology Co., Ltd
C8E776	PTCOM Technology
C8EEA6	Shenzhen SHX Technology Co., Ltd
C8F386	Shenzhen Xiaoniao Technology Co.,Ltd
C8F406	Avaya Inc
C8F946	LOCOSYS Technology Inc.
C8FB26	Cisco SPVTG
CC14A6	Yichun MyEnergy Domain, Inc
CC46D6	Cisco Systems, Inc
CC5076	Ocom Communications, Inc.
D02516	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
D0A0D6	Chengdu TD Tech Ltd.
D0A5A6	Cisco Systems, Inc
D0AFB6	Linktop Technology Co., LTD
D0D286	Beckman Coulter K.K.
D411D6	ShotSpotter, Inc.
D41296	Anobit Technologies Ltd.
D43266	Fike Corporation
D45556	Fiber Mountain Inc.
D47856	Avaya Inc
D4C766	Acentic GmbH
D4EC86	LinkedHope Intelligent Technologies Co., Ltd
D814D6	SURE SYSTEM Co Ltd
D82916	Ascent Communication Technology
D82986	Best Wish Technology LTD
D84606	Silicon Valley Global Marketing
D850E6	ASUSTek COMPUTER INC.
D866C6	Shenzhen Daystar Technology Co.,ltd
D88466	Extreme Networks
D8B6D6	Blu Tether Limited
D8B8F6	Nantworks
D8D866	SHENZHEN TOZED TECHNOLOGIES CO.,LTD.
DC0856	Alcatel-               # Alcatel-Lucent Enterprise
DC2B66	InfoBLOCK S.A. de C.V.
DC2C26	Iton Technology Limited
DC3CF6	Atomic Rules LLC
DC56E6	Shenzhen Bococom Technology Co.,LTD
DC5726	Power-One
DC5E36	Paterson Technology
DC82F6	Iport
DCCF96	Samsung Electronics Co.,Ltd
DCD916	HUAWEI TECHNOLOGIES CO.,LTD
DCE026	Patrol Tag, Inc
DCEC06	Heimi Network Technology Co., Ltd.
DCEE06	HUAWEI TECHNOLOGIES CO.,LTD
E006E6	Hon Hai Precision Ind. Co.,Ltd.
E02636	Nortel Networks
E03676	HUAWEI TECHNOLOGIES CO.,LTD
E04136	MitraStar Technology Corp.
E05DA6	Detlef Fink Elektronik & Softwareentwicklung
E06066	Sercomm Corporation
E09796	HUAWEI TECHNOLOGIES CO.,LTD
E0C286	Aisai Communication Technology Co., Ltd.
E0D1E6	Aliph dba Jawbone
E0F5C6	Apple, Inc.
E42C56	Lilee Systems, Ltd.
E42F26	Fiberhome Telecommunication Technologies Co.,LTD
E42F56	OptoMET GmbH
E42FF6	Unicore communication Inc.
E441E6	Ottec Technology GmbH
E442A6	Intel Corporate
E47E66	HUAWEI TECHNOLOGIES CO.,LTD
E498D6	Apple, Inc.
E4A1E6	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
E4A8B6	HUAWEI TECHNOLOGIES CO.,LTD
E4AB46	UAB Selteka
E4C146	Objetivos y Servicios de Valor A
E4C6E6	Mophie, LLC
E4C806	Ceiec Electric Technology Inc.
E4F4C6	Netgear
E80036	Befs co,. ltd
E83EB6	Rim
E843B6	QNAP Systems, Inc.
E84E06	EDUP INTERNATIONAL (HK) CO., LTD
E856D6	NCTech Ltd
E874E6	ADB Broadband Italia
E894F6	TP-LINK TECHNOLOGIES CO.,LTD.
E89606	testo Instruments (Shenzhen) Co., Ltd.
E8CE06	SkyHawke Technologies, LLC.
E8DA96	Zhuhai Tianrui Electrical Power Tech. Co., Ltd.
E8DED6	Intrising Networks, Inc.
E8E5D6	Samsung Electronics Co.,Ltd
E8E776	Shenzhen Kootion Technology Co., Ltd
E8F226	MILLSON CUSTOM SOLUTIONS INC.
EC0ED6	ITECH INSTRUMENTS SAS
EC14F6	BioControl AS
EC1766	Research Centre Module
EC3586	Apple, Inc.
EC43E6	AWCER Ltd.
EC43F6	ZyXEL Communications Corporation
EC4476	Cisco Systems, Inc
EC5A86	Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd
ECB106	Acuro Networks, Inc
ECF236	NEOMONTANA ELECTRONICS
F00786	Shandong Bittel Electronics Co., Ltd
F07816	Cisco Systems, Inc
F07F06	Cisco Systems, Inc
F0F336	TP-LINK TECHNOLOGIES CO.,LTD.
F41E26	Simon-Kaloi Engineering
F42896	SPECTO PAINEIS ELETRONICOS LTDA
F42C56	SENOR TECH CO LTD
F47626	Viltechmeda UAB
F485C6	FDT Technologies
F49466	CountMax,  ltd
F4C4D6	Shenzhen Xinfa Electronic Co.,ltd
F4CE46	Hewlett Packard
F4E926	Tianjin Zanpu Technology Inc.
F4F646	Dediprog Technology Co. Ltd.
F83376	Good Mind Innovation Co., Ltd.
F88096	Elsys Equipamentos Eletrônicos Ltda
F8B156	Dell Inc.
F8D756	Simm Tronic Limited
F8F1B6	Motorola Mobility LLC, a Lenovo Company
FC09F6	GUANGDONG TONZE ELECTRIC CO.,LTD
FC0FE6	Sony Interactive Entertainment Inc.
FC10C6	Taicang T&W Electronics
FC1186	Logic3 plc
FC1E16	IPEVO corp
FC35E6	Visteon corp
FC4596	COMPAL INFORMATION (KUNSHAN) CO., LTD.
FC5B26	MikroBits
FC7516	D-Link International
FC75E6	Handreamnet
FC83C6	N-Radio Technologies Co., Ltd.
FCA386	SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
FCB4E6	ASKEY COMPUTER CORP
FCD4F6	Messana Air.Ray Conditioning s.r.l.
FCDB96	ENERVALLEY CO., LTD
FCE186	A3M Co., LTD
FCF136	Samsung Electronics Co.,Ltd
