000005	XEROX CORPORATION
08CA45	Toyou Feiji Electronics Co., Ltd.
0C0535	Juniper Systems
0C1105	Ringslink (Xiamen) Network Communication Technologies Co., Ltd
0C15C5	SDTEC Co., Ltd.
0C2755	Valuable Techologies Limited
0C3C65	Dome Imaging Inc
0C4885	LG Electronics (Mobile Communications)
0C54A5	PEGATRON CORPORATION
0C5F35	Niagara Video Corporation
0C8525	Cisco Systems, Inc
0CAC05	Unitend Technologies Inc.
0CBF15	Genetec Inc.
0CC655	Wuxi YSTen Technology Co.,Ltd.
0CD2B5	Binatone Telecommunication Pvt. Ltd
0CE725	Microsoft Corporation
0CF405	Beijing Signalway Technologies Co.,Ltd
0CF4D5	Ruckus Wireless
0CFE45	Sony Interactive Entertainment Inc.
1002B5	Intel Corporate
10BAA5	GANA I&C CO., LTD
10BD55	Q-Lab Corporation
10BEF5	D-Link International
10E2D5	Qi Hardware Inc.
10F005	Intel Corporate
142DF5	Amphitech
143365	TEM Mobile Limited
143605	Nokia Corporation
145645	Savitech Corp.
145A05	Apple, Inc.
147DC5	Murata Manufacturing Co., Ltd.
14ABC5	Intel Corporate
14DB85	S NET MEDIA
14DDE5	Mpmkvvcl
14EDA5	Wächter GmbH Sicherheitssysteme
14F0C5	Xtremio Ltd.
14FEB5	Dell Inc.
180675	Dilax Intelcom GmbH
181725	Cameo Communications, Inc.
182195	Samsung Electronics Co.,Ltd
182B05	8D Technologies
183825	Wuhan Lingjiu High-tech Co.,Ltd.
187ED5	shenzhen kaism technology Co. Ltd
1880F5	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
188B15	ShenZhen ZhongRuiJing Technology co.,LTD
188B45	Cisco Systems, Inc
188ED5	TP Vision Belgium N.V. - innovation site Brugge
1899F5	Sichuan Changhong Electric Ltd.
18A905	Hewlett Packard
18AA45	Fon Technology
18ABF5	Ultra Electronics Electrics
18F145	NetComm Wireless Limited
1C51B5	Techaya LTD
1C5C55	PRIMA Cinema, Inc
1C69A5	BlackBerry RTS
1C6F65	GIGA-BYTE TECHNOLOGY CO.,LTD.
1C7C45	Vitek Industrial Video Products, Inc.
1C7EE5	D-Link International
1CAF05	Samsung Electronics Co.,Ltd
1CC035	PLANEX COMMUNICATIONS INC.
1CCDE5	Shanghai Wind Technologies Co.,Ltd
1CE165	Marshal Corporation
200505	RADMAX COMMUNICATION PRIVATE LIMITED
200E95	IEC – TC9 WG43
2012D5	Scientech Materials Corporation
2021A5	LG Electronics (Mobile Communications)
204005	feno GmbH
207355	ARRIS Group, Inc.
209BA5	JIAXING GLEAD Electronics Co.,Ltd
20AA25	IP-NET LLC
2405F5	Integrated Device Technology (Malaysia) Sdn. Bhd.
240995	HUAWEI TECHNOLOGIES CO.,LTD
240D65	Shenzhen Vsun Communication Technology Co., Ltd.
241125	Hutek Co., Ltd.
2469A5	HUAWEI TECHNOLOGIES CO.,LTD
24A495	Thales Canada Inc.
24BE05	Hewlett Packard
24EB65	SAET I.S. S.r.l.
2832C5	HUMAX Co., Ltd.
2872C5	Smartmatic Corp
288335	Samsung Electronics Co.,Ltd
288915	CashGuard Sverige AB
28BAB5	Samsung Electronics Co.,Ltd
28C825	DellKing Industrial Co., Ltd
2C26C5	zte corporation
2C59E5	Hewlett Packard
2C5A05	Nokia Corporation
2C6BF5	Juniper Networks
2C6E85	Intel Corporate
2C7155	HiveMotion
2C8065	HARTING Inc. of North America
2CA835	Rim
2CAB25	Shenzhen Gongjin Electronics Co.,Ltd
2CB115	Integrated Device Technology (Malaysia) Sdn. Bhd.
2CCC15	Nokia Corporation
2CDD95	Taicang T&W Electronics
2CF4C5	Avaya Inc
2CFF65	Oki Electric Industry Co., Ltd.
300ED5	Hon Hai Precision Ind. Co.,Ltd.
303335	Boosty
303855	Nokia Corporation
303955	Shenzhen Jinhengjia Electronic Co., Ltd.
304225	BURG-WÄCHTER KG
30EB25	INTEK DIGITAL
30F335	HUAWEI TECHNOLOGIES CO.,LTD
30F7C5	Apple, Inc.
341A35	Fiberhome Telecommunication Technologies Co.,LTD
3440B5	Ibm
346895	Hon Hai Precision Ind. Co.,Ltd.
3476C5	I-O DATA DEVICE, INC.
34A395	Apple, Inc.
34BA75	Tembo Systems, Inc.
380195	Samsung Electronics Co.,Ltd
3810D5	AVM Audiovisuelles Marketing und Computersysteme GmbH
386645	OOSIC Technology CO.,Ltd
388345	TP-LINK TECHNOLOGIES CO.,LTD.
3891D5	Hangzhou H3C Technologies Co., Limited
38B725	Wistron Infocomm (Zhongshan) Corporation
38D135	EasyIO Corporation Sdn. Bhd.
38E3C5	Taicang T&W Electronics
38E595	Shenzhen Gongjin Electronics Co.,Ltd
38F135	SensorTec-Canada
38FEC5	Ellips B.V.
3C1915	GFI Chrono Time
3C26D5	Sotera Wireless
3C57D5	Fiveco
3C6F45	Fiberpro Inc.
3C8375	Microsoft Corporation
3C83B5	Advance Vision Electronics Co. Ltd.
3C8AE5	Tensun Information Technology(Hangzhou) Co.,LTD
3C94D5	Juniper Networks
3CA315	Bless Information & Communications Co., Ltd
3CCE15	Mercedes-Benz USA, LLC
400E85	SAMSUNG ELECTRO-MECHANICS(THAILAND)
407875	IMBEL - Industria de Material Belico do Brasil
408805	Motorola Mobility LLC, a Lenovo Company
40B395	Apple, Inc.
40C245	Shenzhen Hexicom Technology Co., Ltd.
40D855	IEEE Registration Authority
40F385	IEEE Registration Authority
442C05	AMPAK Technology, Inc.
444A65	Silverflare Ltd.
446755	Orbit Irrigation
446EE5	HUAWEI TECHNOLOGIES CO.,LTD
447DA5	VTION INFORMATION TECHNOLOGY (FUJIAN) CO.,LTD
447E95	Alpha and Omega, Inc
4482E5	HUAWEI TECHNOLOGIES CO.,LTD
449CB5	Alcomp, Inc
44A6E5	THINKING TECHNOLOGY CO.,LTD
44AAF5	ARRIS Group, Inc.
44E8A5	Myreka Technologies Sdn. Bhd.
485415	NET RULES TECNOLOGIA EIRELI
487A55	ALE International
48A195	Apple, Inc.
48D705	Apple, Inc.
48D855	Telvent
48F925	Maestronic
4C1A95	Novakon Co., Ltd.
4C3275	Apple, Inc.
4C38D5	MITAC COMPUTING TECHNOLOGY CORPORATION
4C4E35	Cisco Systems, Inc
4C5585	Hamilton Systems
4C60D5	airPointe of New Hampshire
4C6255	Sanmina-               # SANMINA-SCI SYSTEM DE MEXICO S.A. DE C.V.
4C73A5	Kove
4C7625	Dell Inc.
4C8B55	Grupo Digicon
4C8FA5	Jastec
4CA515	Baikal Electronics JSC
4CB8B5	Shenzhen YOUHUA Technology Co., Ltd
4CBCA5	Samsung Electronics Co.,Ltd
4CCBF5	zte corporation
4CFB45	HUAWEI TECHNOLOGIES CO.,LTD
500FF5	Tenda Technology Co.,Ltd.Dongguan branch
5014B5	Richfit Information Technology Co., Ltd
501AA5	GN Netcom A/S
501AC5	Microsoft
503275	Samsung Electronics Co.,Ltd
503955	Cisco SPVTG
503DE5	Cisco Systems, Inc
505065	TAKT Corporation
5070E5	He Shan World Fair Electronics Technology Limited
507A55	Apple, Inc.
5082D5	Apple, Inc.
508965	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
50A715	Aboundi, Inc.
50ADD5	Dynalec Corporation
50B695	Micropoint Biotechnologies,Inc.
50C8E5	Samsung Electronics Co.,Ltd
50CE75	Measy Electronics Co., Ltd.
50DF95	Lytx
5403F5	EBN Technology Corp.
540955	zte corporation
541FD5	Advantage Electronics
544A05	wenglor sensoric gmbh
544E45	Private
547975	Nokia Corporation
549D85	EnerAccess inc
549F35	Dell Inc.
54C415	Hangzhou Hikvision Digital Technology Co.,Ltd.
54EE75	Wistron InfoComm(Kunshan)Co.,Ltd.
54F6C5	FUJIAN STAR-NET COMMUNICATION CO.,LTD
5809E5	Kivic Inc.
584925	E3 Enterprise
587675	Beijing ECHO Technologies Co.,Ltd
5876C5	DIGI I'S LTD
589835	Technicolor
58A2B5	LG Electronics (Mobile Communications)
58B035	Apple, Inc.
58D9D5	Tenda Technology Co.,Ltd.Dongguan branch
5C1515	Advan
5C18B5	Talon Communications
5C2BF5	Vivint
5C3B35	Gehirn Inc.
5C5015	Cisco Systems, Inc
5C5B35	Mist Systems, Inc.
5CB395	HUAWEI TECHNOLOGIES CO.,LTD
5CD135	Xtreme Power Systems
5CE0C5	Intel Corporate
5CFF35	Wistron Corporation
603FC5	COX CO., LTD
6044F5	Easy Digital Ltd.
606405	Texas Instruments
608645	Avery Weigh-Tronix, LLC
60B185	ATH system
60BEB5	Motorola Mobility LLC, a Lenovo Company
60CDC5	Taiwan Carol Electronics., Ltd
60F445	Apple, Inc.
60FEC5	Apple, Inc.
641225	Cisco Systems, Inc
648125	Alphatron Marine BV
64E625	Woxu Wireless Co., Ltd
64EAC5	SiboTech Automation Co., Ltd.
680235	Konten Networks Inc.
680715	Intel Corporate
681295	Lupine Lighting Systems GmbH
681605	Systems And Electronic Development FZCO
6836B5	DriveScale, Inc.
6854F5	enLighted Inc
6858C5	ZF TRW Automotive
685B35	Apple, Inc.
686975	Angler Labs Inc
687CD5	Y Soft Corporation, a.s.
688AB5	EDP Servicos
68D925	ProSys Development Services
68EBC5	Angstrem Telecom
68F125	Data Controls Inc.
68F895	Redflow Limited
68FB95	Generalplus Technology Inc.
6C2995	Intel Corporate
6C2E85	Sagemcom Broadband SAS
6C3BE5	Hewlett Packard
6C5AB5	TCL Technoly Electronics (Huizhou) Co., Ltd.
6C8D65	Wireless Glue Networks, Inc.
6C8FB5	Microsoft Mobile Oy
6CB9C5	Delta Networks, Inc.
6CBFB5	Noon Technology Co., Ltd
7032D5	Athena Wireless Communications Inc
703D15	Hangzhou H3C Technologies Co., Limited
704CA5	Fortinet, Inc.
7052C5	Avaya Inc
7054F5	HUAWEI TECHNOLOGIES CO.,LTD
708105	Cisco Systems, Inc
709BA5	Shenzhen Y&D Electronics Co.,LTD.
70AF25	Nishiyama Industry Co.,LTD.
70B035	Shenzhen Zowee Technology Co., Ltd
70B265	Hiltron s.r.l.
70B3D5	IEEE Registration Authority
70F1E5	Xetawave LLC
70F395	Universal Global Scientific Industrial Co., Ltd.
741865	Shanghai DareGlobal Technologies Co.,Ltd
743A65	NEC Corporation
749975	IBM Corporation
74A4B5	Powerleader Science and Technology Co. Ltd.
74CA25	Calxeda, Inc.
74D435	GIGA-BYTE TECHNOLOGY CO.,LTD.
74D675	WYMA Tecnologia
74E2F5	Apple, Inc.
781185	NBS Payment Solutions Inc.
783F15	EasySYNC Ltd.
784405	FUJITU(HONG KONG) ELECTRONIC Co.,LTD.
789C85	August Home, Inc.
78C5E5	Texas Instruments
78D5B5	NAVIELEKTRO KY
78E3B5	Hewlett Packard
78F5E5	BEGA Gantenbrink-Leuchten KG
7C1015	Brilliant Home Technology, Inc.
7C3BD5	Imago Group
7C4685	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
7C4CA5	BSkyB Ltd
7C4FB5	Arcadyan Technology Corporation
7CAB25	MESMO TECHNOLOGY INC.
802275	Beijing Beny Wave Technology Co Ltd
8039E5	PATLITE CORPORATION
8048A5	SICHUAN TIANYI COMHEART TELECOMCO.,LTD
8058C5	NovaTec Kommunikationstechnik GmbH
807B85	IEEE Registration Authority
8081A5	TONGQING COMMUNICATION EQUIPMENT (SHENZHEN) Co.,Ltd
80BE05	Apple, Inc.
80D4A5	HUAWEI TECHNOLOGIES CO.,LTD
80D605	Apple, Inc.
840F45	Shanghai GMT Digital Technologies Co., Ltd
841715	GP Electronics (HK) Ltd.
842615	ADB Broadband Italia
842F75	Innokas Group
8430E5	SkyHawke Technologies, LLC
843835	Apple, Inc.
844765	HUAWEI TECHNOLOGIES CO.,LTD
844915	vArmour Networks, Inc.
844BF5	Hon Hai Precision Ind. Co.,Ltd.
8455A5	Samsung Electronics Co.,Ltd
849DC5	Centera Photonics Inc.
849FB5	HUAWEI TECHNOLOGIES CO.,LTD
880355	Arcadyan Technology Corporation
880905	MTMCommunications
885395	Apple, Inc.
8866A5	Apple, Inc.
8871E5	Amazon Technologies Inc.
88BFD5	Simple Audio Ltd
88C255	Texas Instruments
88CBA5	Suzhou Torchstar Intelligent Technology Co.,Ltd
88CC45	Skyworth Digital Technology(Shenzhen) Co.,Ltd
88FD15	LINEEYE CO., LTD
8C4435	Shanghai BroadMobi Communication Technology Co., Ltd.
8C5105	Shenzhen ireadygo Information Technology CO.,LTD.
8C56C5	Nintendo Co., Ltd.
8C7CB5	Hon Hai Precision Ind. Co.,Ltd.
8C89A5	Micro-Star INT'L CO., LTD
8CDB25	ESG Solutions
8CF945	Power Automation pte Ltd
900325	HUAWEI TECHNOLOGIES CO.,LTD
902155	HTC Corporation
904CE5	Hon Hai Precision Ind. Co.,Ltd.
9067B5	Alcatel-               # Alcatel-Lucent
907025	Garea Microsys Co.,Ltd.
907065	Texas Instruments
9097D5	Espressif Inc.
90C115	Sony Mobile Communications AB
90CF15	Nokia Corporation
90F305	HUMAX Co., Ltd.
940BD5	Himax Technologies, Inc
9439E5	Hon Hai Precision Ind. Co.,Ltd.
9457A5	Hewlett Packard
948815	Infinique Worldwide Inc
949C55	Alta Data Technologies
94B8C5	RuggedCom Inc.
94BF95	Shenzhen Coship Electronics Co., Ltd
94E8C5	ARRIS Group, Inc.
94F665	Ruckus Wireless
980CA5	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
985945	Texas Instruments
986CF5	zte corporation
986D35	IEEE Registration Authority
98C845	PacketAccess
98E165	Accutome
98E7F5	HUAWEI TECHNOLOGIES CO.,LTD
98EC65	Cosesy ApS
9C1465	Edata Elektronik San. ve Tic. A.Ş.
9C1E95	Actiontec Electronics, Inc
9C5D95	VTC Electronics Corp.
9C6C15	Microsoft Corporation
9CE635	Nintendo Co., Ltd.
9CEFD5	Panda Wireless, Inc.
9CFBD5	vivo Mobile Communication Co., Ltd.
A01C05	NIMAX TELECOM CO.,LTD.
A02195	Samsung Electronics Co.,Ltd
A03A75	PSS Belgium N.V.
A04025	Actioncable, Inc.
A08C15	Gerhard D. Wempe KG
A09805	OpenVox Communication Co Ltd
A0B4A5	Samsung Electronics Co.,Ltd
A0BFA5	Coresys
A0C4A5	SYGN HOUSE CO.,LTD
A0D385	AUMA Riester GmbH & Co. KG
A0D795	Apple, Inc.
A0DDE5	SHARP Corporation
A0DE05	JSC Irbis-T
A0E295	DAT System Co.,Ltd
A0F895	Shenzhen TINNO Mobile Technology Corp.
A408F5	Sagemcom Broadband SAS
A41875	Cisco Systems, Inc
A42305	Open Networking Laboratory
A43135	Apple, Inc.
A44B15	Sun Cupid Technology (HK) LTD
A45055	busware.de
A45385	Weifang GoerTek Electronics Co., Ltd.
A47B85	ULTIMEDIA Co Ltd,
A49005	CHINA GREATWALL COMPUTER SHENZHEN CO.,LTD
A49BF5	Hybridserver Tec GmbH
A49F85	Lyve Minds, Inc
A4B805	Apple, Inc.
A4D3B5	GLITEL Stropkov, s.r.o.
A849A5	Lisantech Co., Ltd.
A86405	nimbus 9, Inc
A870A5	UniComm Inc.
A87285	IDT, INC.
A88195	Samsung Electronics Co.,Ltd
A8A795	Hon Hai Precision Ind. Co.,Ltd.
A8CB95	EAST BEST CO., LTD.
A8CCC5	Saab AB (publ)
A8D0E5	Juniper Networks
A8E705	Fiberhome Telecommunication Technologies Co.,LTD
AC3D05	Instorescreen Aisa
AC3D75	HANGZHOU ZHIWAY TECHNOLOGIES CO.,LTD.
AC5135	MPI TECH
AC6175	HUAWEI TECHNOLOGIES CO.,LTD
AC8995	AzureWave Technology Inc.
ACBE75	Ufine Technologies Co.,Ltd.
ACC595	Graphite Systems
ACC935	Ness Corporation
ACCF85	HUAWEI TECHNOLOGIES CO.,LTD
ACDCE5	Procter & Gamble Company
ACE215	HUAWEI TECHNOLOGIES CO.,LTD
ACF2C5	Cisco Systems, Inc
B03495	Apple, Inc.
B04515	mira fitness,LLC.
B04545	YACOUB Automation GmbH
B04C05	Fresenius Medical Care Deutschland GmbH
B05CE5	Nokia Corporation
B075D5	zte corporation
B0B8D5	Nanjing Nengrui Auto Equipment CO.,Ltd
B0C205	Bionime
B0C745	BUFFALO.INC
B0D2F5	Vello Systems, Inc.
B0D7C5	Logipix Ltd
B0E235	Xiaomi Communications Co Ltd
B0E2E5	Fiberhome Telecommunication Technologies Co.,LTD
B0EE45	AzureWave Technology Inc.
B40C25	Palo Alto Networks
B46D35	Dalian Seasky Automation Co;Ltd
B48255	Research Products Corporation
B482C5	Relay2, Inc.
B4A4B5	Zen Eye Co.,Ltd
B4B265	DAEHO I&T
B4D135	Cloudistics
B4DD15	ControlThings Oy Ab
B4FC75	SEMA Electronics(HK) CO.,LTD
B80305	Intel Corporate
B80415	Bayan Audio
B83765	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
B84FD5	Microsoft Corporation
B8A175	Roku, Inc.
B8C855	Shanghai GBCOM Communication Technology Co.,Ltd.
B8E625	2Wire Inc
B8EE65	Liteon Technology Corporation
BC0DA5	Texas Instruments
BC1485	Samsung Electronics Co.,Ltd
BC1665	Cisco Systems, Inc
BC16F5	Cisco Systems, Inc
BC2C55	Bear Flag Design, Inc.
BC35E5	Hydro Systems Company
BC8385	Microsoft Corporation
BC8B55	NPP ELIKS America Inc. DBA T&M Atlantic
BC9CC5	Beijing Huafei Technology Co., Ltd.
BC9DA5	DASCOM Europe GmbH
BCAEC5	ASUSTek COMPUTER INC.
BCCAB5	ARRIS Group, Inc.
BCCD45	Voismart
BCD165	Cisco SPVTG
BCF685	D-Link International
C01885	Hon Hai Precision Ind. Co.,Ltd.
C035C5	Prosoft Systems LTD
C03FD5	Elitegroup Computer Systems Co.,Ltd.
C098E5	University of Michigan
C09F05	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
C0F945	Toshiba Toko Meter Systems Co., LTD.
C40415	Netgear
C40E45	ACK Networks,Inc.
C412F5	D-Link International
C42795	Technicolor CH USA Inc.
C43655	Shenzhen Fenglian Technology Co., Ltd.
C467B5	Libratone A/S
C47295	Cisco Systems, Inc
C488E5	Samsung Electronics Co.,Ltd
C49805	Minieum Networks, Inc
C4C755	Beijing HuaqinWorld Technology Co.,Ltd
C4CD45	Beijing Boomsense Technology CO.,LTD.
C4D655	Tercel technology co.,ltd
C4EEF5	II-VI Incorporated
C4F5A5	Kumalift Co., Ltd.
C80E95	OmniLync Inc.
C816A5	Masimo Corporation
C83A35	Tenda Technology Co., Ltd.
C83B45	Jri
C848F5	MEDISON Xray Co., Ltd
C84C75	Cisco Systems, Inc
C85195	HUAWEI TECHNOLOGIES CO.,LTD
C85645	Intermas France
C87E75	Samsung Electronics Co.,Ltd
C8AA55	Hunan Comtom Electronic Incorporated Co.,Ltd
C8EE75	Pishion International Co. Ltd
CC29F5	Apple, Inc.
CC53B5	HUAWEI TECHNOLOGIES CO.,LTD
CC5C75	Weightech Com. Imp. Exp. Equip. Pesagem Ltda
CC61E5	Motorola Mobility LLC, a Lenovo Company
CC7B35	zte corporation
CC9635	LVS Co.,Ltd.
CC9F35	Transbit Sp. z o.o.
CCA0E5	DZG Metering GmbH
CCB255	D-Link International
CCBD35	Steinel GmbH
CCE1D5	BUFFALO.INC
CCF3A5	Chi Mei Communication Systems, Inc
CCFB65	Nintendo Co., Ltd.
D02C45	littleBits Electronics, Inc.
D05785	Pantech Co., Ltd.
D05875	Active Control Technology Inc.
D067E5	Dell Inc.
D073D5	LIFI LABS MANAGEMENT PTY LTD
D07AB5	HUAWEI TECHNOLOGIES CO.,LTD
D07DE5	Forward Pay Systems, Inc.
D07E35	Intel Corporate
D08A55	Skullcandy
D08CB5	Texas Instruments
D099D5	Alcatel-               # Alcatel-Lucent
D09B05	Emtronix
D41E35	TOHO Electronics INC.
D428D5	TCT mobile ltd
D43A65	IGRS Engineering Lab Ltd.
D44165	SICHUAN TIANYI COMHEART TELECOMCO.,LTD
D45F25	Shenzhen YOUHUA Technology Co., Ltd
D47B35	NEO Monitors AS
D47B75	HARTING Electronics GmbH
D48CB5	Cisco Systems, Inc
D4A425	SMAX Technology Co., Ltd.
D4AE05	Samsung Electronics Co.,Ltd
D808F5	Arcadia Networks Co. Ltd.
D82A15	Leitner SpA
D86595	Toy's Myth Inc.
D87495	zte corporation
D878E5	KUHN SA
D887D5	Leadcore Technology CO.,LTD
D89685	Gopro
D89695	Apple, Inc.
D8A105	Syslane, Co., Ltd.
D8D385	Hewlett Packard
DC0265	Meditech Kft
DC0575	SIEMENS ENERGY AUTOMATION
DC1AC5	vivo Mobile Communication Co., Ltd.
DCD255	Kinpo Electronics, Inc.
DCF755	Sitronik
DCFAD5	STRONG Ges.m.b.H.
E005C5	TP-LINK TECHNOLOGIES CO.,LTD.
E03005	Alcatel-               # Alcatel-Lucent Shanghai Bell Co., Ltd
E04B45	Hi-P Electronics Pte Ltd
E05F45	Apple, Inc.
E063E5	Sony Mobile Communications AB
E06995	PEGATRON CORPORATION
E091F5	Netgear
E0B6F5	IEEE Registration Authority
E0B9A5	AzureWave Technology Inc.
E0B9E5	Technicolor
E0DB55	Dell Inc.
E0EF25	Lintes Technology Co., Ltd.
E422A5	PLANTRONICS, INC.
E45D75	Samsung Electronics Co.,Ltd
E47185	Securifi Ltd
E48AD5	RF WINDOW CO., LTD.
E4B005	Beijing IQIYI Science & Technology Co., Ltd.
E4E0C5	Samsung Electronics Co.,Ltd
E4F365	Time-O-Matic, Inc.
E4F3F5	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
E80945	Integrated Device Technology (Malaysia) Sdn. Bhd.
E80C75	Syncbak, Inc.
E828D5	Cots Technology
E83935	Hewlett Packard
E88DF5	ZNYX Networks, Inc.
E8E875	iS5 Communications Inc.
E8ED05	ARRIS Group, Inc.
EC21E5	Toshiba
EC3F05	Institute 706, The Second Academy China Aerospace Science & Industry Corp
EC63E5	ePBoard Design LLC
EC89F5	Lenovo Mobile Communication Technology Ltd.
EC8EB5	Hewlett Packard
ECD925	Rami
ECE555	Hirschmann Automation
ECE915	STI Ltd
ECFC55	A. Eberle GmbH & Co. KG
F02405	OPUS High Technology Corporation
F02475	Apple, Inc.
F02745	F-Secure Corporation
F02765	Murata Manufacturing Co., Ltd.
F03A55	Omega Elektronik AS
F04335	DVN(Shanghai)Ltd.
F07765	Sourcefire, Inc
F093C5	Garland Technology
F097E5	TAMIO, INC
F0A225	Private
F0B2E5	Cisco Systems, Inc
F0F755	Cisco Systems, Inc
F406A5	Hangzhou Bianfeng Networking Technology Co., Ltd.
F41535	SPON Communication Technology Co.,Ltd
F44E05	Cisco Systems, Inc
F45595	HENGBAO Corporation LTD.
F47F35	Cisco Systems, Inc
F4B6E5	TerraSem Co.,Ltd
F4C795	WEY Elektronik AG
F4CAE5	FREEBOX SAS
F4CC55	Juniper Networks
F4F5A5	Nokia Corporation
F81CE5	Telefonbau Behnke GmbH
F82285	Cypress Technology CO., LTD.
F85C45	IC Nexus Co. Ltd.
F88E85	Comtrend Corporation
F89955	Fortress Technology Inc
F8A5C5	Cisco Systems, Inc
F8AB05	Sagemcom Broadband SAS
F8CFC5	Motorola Mobility LLC, a Lenovo Company
F8E7B5	µTech Tecnologia LTDA
F8EDA5	ARRIS Group, Inc.
F8F005	Newport Media Inc.
FC2325	EosTek (Shenzhen) Co., Ltd.
FCDD55	Shenzhen WeWins wireless Co.,Ltd
